"mark-twain_huck-finn" "mark-twain_innocents-abroad" "mark-twain_life-on-mississippi" "mark-twain_roughing-it" "mark-twain_sketches-new-and-old" "mark-twain_tom-sawyer" "mark-twain-and-cd-warner_gilded-age" "warner_backlog-studies" "warner_baddeck-sketches" "warner_being-a-boy" "warner_golden-house" "warner_in-the-levant" "warner_in-the-wilderness" "warner_john-smith" "warner_my-summer-in-a-garden" "warner_my-winter-on-the-nile"
"serenity" 0 0.00204598347868341 0.00274419944841591 0.00178376064310517 0.0020340913713844 0 0.00187714698686623 0.00383127083253515 0.00278714568410491 0 0.00253527197130072 0.00141157206781192 0.00281944287808729 0 0 0.00230981556122744
"sincere" 0 0 0.000686049862103978 0.00237834752414023 0.0010170456856922 0.00141131308569493 0.00500572529830994 0.00574690624880273 0 0.00287571173865532 0.00760581591390216 0.00141157206781192 0.00281944287808729 0 0 0
"smoked" 0.00179505820476229 0.00306897521802511 0.00137209972420796 0.00475669504828045 0 0.00423393925708479 0.000625715662288743 0.00191563541626758 0 0 0 0.00141157206781192 0 0 0 0.00173236167092058
"sober" 0.00448764551190572 0.0010229917393417 0.00274419944841591 0.00178376064310517 0.0030511370570766 0.00282262617138986 0.00125143132457749 0.00191563541626758 0 0.00287571173865532 0.00253527197130072 0.000705786033905961 0 0.00140244586558959 0 0.000577453890306859
"springs" 0.000897529102381145 0.0010229917393417 0.00205814958631193 0.000594586881035057 0.0030511370570766 0 0.000625715662288743 0.00191563541626758 0 0.00287571173865532 0.00126763598565036 0.00423471620343577 0 0.00140244586558959 0 0.00404217723214801
"stocks" 0 0.00153448760901256 0 0.0041621081672454 0.0030511370570766 0 0 0 0 0 0.013943995842154 0.00141157206781192 0 0 0 0.00115490778061372
"stretches" 0 0.00204598347868341 0.00205814958631193 0.00118917376207011 0.0040681827427688 0 0.000625715662288743 0.00383127083253515 0.00278714568410491 0 0 0.00282314413562384 0 0 0.00312646553071752 0.00346472334184115
"strongly" 0 0.0010229917393417 0.00137209972420796 0.00297293440517528 0.0010170456856922 0.00141131308569493 0.00187714698686623 0.00383127083253515 0.00278714568410491 0.00575142347731063 0.00126763598565036 0.00282314413562384 0.00281944287808729 0.00140244586558959 0 0.00115490778061372
"student" 0 0.0010229917393417 0.000686049862103978 0.00118917376207011 0.0010170456856922 0 0.00375429397373246 0.00191563541626758 0.00278714568410491 0 0.00380290795695108 0.00635207430515365 0 0.00140244586558959 0 0.000577453890306859
"sworn" 0 0 0.00205814958631193 0.00356752128621034 0.0030511370570766 0.00282262617138986 0.00500572529830994 0 0 0 0 0 0 0.00560978346235835 0.00312646553071752 0.000577453890306859
"tenderness" 0 0 0.000686049862103978 0.000594586881035057 0.0010170456856922 0.00141131308569493 0.0043800096360212 0.00191563541626758 0.00557429136820982 0.00287571173865532 0.0101410878852029 0.00211735810171788 0 0 0 0.00115490778061372
"thief" 0 0.00255747934835426 0.00205814958631193 0.00237834752414023 0.0030511370570766 0 0.00125143132457749 0.00191563541626758 0 0.00575142347731063 0 0.00211735810171788 0 0 0.00312646553071752 0.00230981556122744
"tossing" 0.00179505820476229 0.0010229917393417 0.00137209972420796 0.0041621081672454 0 0.00141131308569493 0 0 0.0111485827364196 0.00287571173865532 0.00126763598565036 0.00282314413562384 0.00281944287808729 0 0 0.00173236167092058
"tyeb" 0 0 0 0 0 0 0 0 0 0 0 0.00141157206781192 0 0 0 0.0150138011479783
"umbrella" 0.000897529102381145 0.00460346282703767 0 0.00118917376207011 0.0030511370570766 0 0.00312857831144371 0 0.00278714568410491 0 0.00126763598565036 0.000705786033905961 0.00281944287808729 0 0.00312646553071752 0.00173236167092058
"une" 0 0 0 0 0.0284772791993816 0 0 0 0 0 0 0 0 0 0 0
"views" 0 0.00153448760901256 0.000686049862103978 0.00178376064310517 0.0020340913713844 0 0.00312857831144371 0 0.00278714568410491 0.00287571173865532 0.00253527197130072 0.00352893016952981 0.00281944287808729 0 0 0.00230981556122744
"vigor" 0 0.00153448760901256 0.00205814958631193 0.00297293440517528 0 0.00141131308569493 0.000625715662288743 0.00383127083253515 0.00278714568410491 0 0.00253527197130072 0.00141157206781192 0 0.00280489173117918 0.0125058621228701 0.00115490778061372
"weekly" 0 0 0 0.00475669504828045 0.0020340913713844 0 0.00312857831144371 0.00574690624880273 0 0 0 0.00423471620343577 0.00281944287808729 0 0.00312646553071752 0.00115490778061372
"x" 0.000897529102381145 0.00153448760901256 0.00686049862103978 0.00118917376207011 0.0010170456856922 0.00141131308569493 0.00187714698686623 0 0 0.00287571173865532 0.00126763598565036 0.000705786033905961 0 0.00140244586558959 0 0.00173236167092058
"achievements" 0 0.00204598347868341 0.00137209972420796 0.00118917376207011 0.00508522842846101 0 0 0.00191563541626758 0.00278714568410491 0 0 0 0 0.00420733759676876 0 0.00519708501276173
"achmed" 0 0 0 0 0 0 0 0 0 0 0 0.0190562229154609 0 0 0 0
"arrested" 0 0 0.00137209972420796 0.00475669504828045 0.00610227411415321 0 0.000625715662288743 0 0 0 0.00253527197130072 0.00141157206781192 0.00281944287808729 0.00140244586558959 0 0.00230981556122744
"battery" 0 0.00255747934835426 0.000686049862103978 0.00535128192931551 0 0.00141131308569493 0.000625715662288743 0.00574690624880273 0 0.00575142347731063 0.00253527197130072 0.000705786033905961 0 0 0.00312646553071752 0.000577453890306859
"bitterness" 0 0.000511495869670852 0.00205814958631193 0.000594586881035057 0.0020340913713844 0.00141131308569493 0.00375429397373246 0.00574690624880273 0.00278714568410491 0 0.00760581591390216 0.000705786033905961 0.00281944287808729 0 0 0.000577453890306859
"busted" 0.0161555238428606 0.000511495869670852 0.000686049862103978 0.000594586881035057 0.0040681827427688 0.00282262617138986 0 0 0 0 0 0 0 0 0 0
"causes" 0 0.00204598347868341 0.00205814958631193 0.00356752128621034 0 0 0.00312857831144371 0.00191563541626758 0.00278714568410491 0 0.00253527197130072 0.000705786033905961 0 0.00420733759676876 0 0.000577453890306859
"ceiling" 0 0.000511495869670852 0.00205814958631193 0.000594586881035057 0.0010170456856922 0.00141131308569493 0.00187714698686623 0.00574690624880273 0 0 0 0.00423471620343577 0.00281944287808729 0 0 0.00404217723214801
"cell" 0 0.00358047108769597 0 0 0.0010170456856922 0.00141131308569493 0.0043800096360212 0 0.00836143705231472 0 0.00253527197130072 0.00423471620343577 0 0 0 0
"ceremonies" 0 0.00358047108769597 0.000686049862103978 0.000594586881035057 0.0010170456856922 0.00141131308569493 0.000625715662288743 0.00191563541626758 0 0 0.00126763598565036 0.000705786033905961 0 0 0 0.00692944668368231
"certainty" 0 0.000511495869670852 0.00343024931051989 0.00118917376207011 0.0020340913713844 0 0.00187714698686623 0.00574690624880273 0 0 0.00253527197130072 0.00141157206781192 0.00281944287808729 0.00420733759676876 0 0.00173236167092058
"clamor" 0 0 0.00137209972420796 0 0.0040681827427688 0.00141131308569493 0.00187714698686623 0 0.00557429136820982 0 0.00126763598565036 0.00494050223734173 0 0 0.00312646553071752 0.00346472334184115
"colonists" 0 0.00255747934835426 0 0.000594586881035057 0 0 0 0 0 0 0 0 0 0.0294513631773814 0 0
"combined" 0 0.00255747934835426 0.00274419944841591 0.00297293440517528 0 0.00282262617138986 0.00125143132457749 0 0 0 0 0.00211735810171788 0 0.00280489173117918 0 0.00230981556122744
"commenced" 0.000897529102381145 0 0.00548839889683182 0.00654045569138563 0.0040681827427688 0.00141131308569493 0.000625715662288743 0 0 0 0 0 0 0 0 0.000577453890306859
"contact" 0 0.0010229917393417 0.00137209972420796 0.00237834752414023 0.0030511370570766 0.00141131308569493 0.000625715662288743 0.00383127083253515 0 0.00287571173865532 0.0063381799282518 0.00141157206781192 0.00281944287808729 0 0.00625293106143505 0.000577453890306859
"contemplate" 0 0.0010229917393417 0.00137209972420796 0.00535128192931551 0.0040681827427688 0.00423393925708479 0.00250286264915497 0 0 0 0 0 0 0 0.00625293106143505 0.000577453890306859
"cruelty" 0 0.00153448760901256 0.00137209972420796 0.000594586881035057 0.0010170456856922 0.00423393925708479 0.000625715662288743 0.00191563541626758 0.00278714568410491 0.00287571173865532 0 0.00423471620343577 0 0.00420733759676876 0 0.00230981556122744
"delights" 0 0.0010229917393417 0.00137209972420796 0.00118917376207011 0 0.00141131308569493 0.00125143132457749 0.0076625416650703 0 0.0115028469546213 0 0.00211735810171788 0.00563888575617458 0 0.00625293106143505 0.00173236167092058
"depend" 0.00179505820476229 0.00153448760901256 0.00274419944841591 0.00178376064310517 0.0020340913713844 0.00141131308569493 0.00312857831144371 0.00574690624880273 0 0 0.00126763598565036 0 0 0 0 0.00173236167092058
"despised" 0.00269258730714343 0.00153448760901256 0 0.00297293440517528 0.0010170456856922 0.00141131308569493 0.000625715662288743 0 0.00278714568410491 0.00575142347731063 0.0063381799282518 0.000705786033905961 0.00281944287808729 0 0 0.00173236167092058
"dies" 0 0.00306897521802511 0.000686049862103978 0.0041621081672454 0 0.00141131308569493 0.000625715662288743 0.00383127083253515 0 0 0.00126763598565036 0.000705786033905961 0.00281944287808729 0.00140244586558959 0.00312646553071752 0.00230981556122744
"dingy" 0 0.00409196695736682 0.00137209972420796 0.00237834752414023 0 0 0.000625715662288743 0.00383127083253515 0.00557429136820982 0 0.00380290795695108 0.000705786033905961 0.00281944287808729 0 0 0.00173236167092058
"disguise" 0.00179505820476229 0.0010229917393417 0.00480234903472784 0.00356752128621034 0 0.00141131308569493 0.00250286264915497 0.00191563541626758 0.00557429136820982 0 0 0.00141157206781192 0 0 0 0
"distressed" 0.00269258730714343 0.00204598347868341 0.00205814958631193 0.00237834752414023 0.00610227411415321 0.00282262617138986 0.00250286264915497 0 0 0.00287571173865532 0 0 0 0 0 0
"doubtful" 0 0.000511495869670852 0.000686049862103978 0.000594586881035057 0 0.00141131308569493 0.0043800096360212 0.00191563541626758 0.00278714568410491 0 0.00380290795695108 0.00211735810171788 0.00281944287808729 0.00280489173117918 0.00625293106143505 0.00173236167092058
"dresses" 0.000897529102381145 0.00358047108769597 0.000686049862103978 0.000594586881035057 0.0010170456856922 0.00423393925708479 0.00187714698686623 0.00383127083253515 0 0 0 0.00282314413562384 0 0 0.00312646553071752 0.00173236167092058
"drifts" 0 0.0010229917393417 0.000686049862103978 0.0041621081672454 0.0030511370570766 0 0 0.00574690624880273 0 0 0 0.000705786033905961 0 0 0 0.00577453890306859
"earnestly" 0 0 0.00274419944841591 0.00237834752414023 0.0020340913713844 0 0.00625715662288743 0 0.00278714568410491 0.00287571173865532 0.00126763598565036 0.000705786033905961 0 0 0 0.00173236167092058
"elected" 0.000897529102381145 0 0.000686049862103978 0.00118917376207011 0.00711931979984541 0 0.00750858794746491 0 0 0 0 0.000705786033905961 0 0.00420733759676876 0 0
"enabled" 0 0 0.00274419944841591 0.00178376064310517 0.0040681827427688 0.00282262617138986 0.00312857831144371 0.00574690624880273 0 0.00287571173865532 0 0.00141157206781192 0 0.00140244586558959 0 0.00115490778061372
"engineers" 0 0.000511495869670852 0.00548839889683182 0 0.0020340913713844 0 0.00938573493433114 0 0 0 0 0 0 0 0 0.000577453890306859
"expanse" 0 0.00153448760901256 0.00137209972420796 0.0041621081672454 0 0.00141131308569493 0 0.00191563541626758 0.00278714568410491 0 0 0.00211735810171788 0 0 0 0.00519708501276173
"expeditions" 0 0 0.00137209972420796 0.000594586881035057 0.0030511370570766 0.00141131308569493 0.00125143132457749 0 0 0.00287571173865532 0.00126763598565036 0.00141157206781192 0.00563888575617458 0.00841467519353753 0 0.00346472334184115
"exterior" 0 0 0.000686049862103978 0 0 0.00141131308569493 0 0 0 0 0.00253527197130072 0.00846943240687153 0.00281944287808729 0 0 0.00577453890306859
"familiarity" 0.000897529102381145 0.0010229917393417 0.00274419944841591 0 0.0010170456856922 0.00282262617138986 0.00312857831144371 0.00383127083253515 0.0111485827364196 0 0.00126763598565036 0.00282314413562384 0 0 0.00312646553071752 0
"favored" 0 0.0010229917393417 0 0.00118917376207011 0 0 0.00375429397373246 0 0.00278714568410491 0 0.00380290795695108 0.00211735810171788 0.00281944287808729 0.00701222932794794 0 0.00230981556122744
"filthy" 0 0.00511495869670852 0 0.00118917376207011 0.0020340913713844 0 0.000625715662288743 0 0 0 0.00253527197130072 0.00423471620343577 0 0 0 0.00230981556122744
"flavor" 0 0 0.00137209972420796 0.00118917376207011 0 0.00141131308569493 0.00187714698686623 0.00383127083253515 0.00557429136820982 0 0.00507054394260144 0.00141157206781192 0.00563888575617458 0.00140244586558959 0.0125058621228701 0.00115490778061372
"fools" 0.00628270371666801 0.0010229917393417 0.00205814958631193 0.00237834752414023 0.0010170456856922 0.00564525234277972 0.00125143132457749 0.00191563541626758 0 0 0.00253527197130072 0 0 0 0.00312646553071752 0
"formidable" 0 0.00153448760901256 0.00411629917262387 0.00118917376207011 0.0010170456856922 0.00423393925708479 0.000625715662288743 0 0 0 0 0.00352893016952981 0 0 0 0.00346472334184115
"furious" 0 0.00306897521802511 0.00205814958631193 0.00594586881035057 0.0020340913713844 0.00141131308569493 0.00187714698686623 0 0 0 0 0 0 0.00280489173117918 0 0
"goods" 0 0.00204598347868341 0.00137209972420796 0.00118917376207011 0.0010170456856922 0 0.000625715662288743 0 0.00278714568410491 0 0 0.00211735810171788 0 0.00841467519353753 0 0.00404217723214801
"gowns" 0.00179505820476229 0 0 0 0 0 0 0 0 0 0 0.00564628827124769 0 0 0 0.0098167161352166
"grieved" 0 0.00358047108769597 0.00137209972420796 0.00178376064310517 0.00711931979984541 0.00141131308569493 0.00125143132457749 0 0 0 0.00253527197130072 0 0 0.00280489173117918 0 0.000577453890306859
"grotesque" 0 0.00306897521802511 0.00343024931051989 0.00237834752414023 0.0010170456856922 0.00141131308569493 0 0.00383127083253515 0 0 0 0 0.00281944287808729 0 0.00312646553071752 0.00346472334184115
"hailed" 0.000897529102381145 0.00306897521802511 0.00205814958631193 0.00118917376207011 0 0.00282262617138986 0.000625715662288743 0.00191563541626758 0.00278714568410491 0 0.00253527197130072 0.00141157206781192 0.00563888575617458 0.00280489173117918 0 0.00115490778061372
"hank" 0.00538517461428687 0 0.000686049862103978 0.0112971507396661 0 0 0.000625715662288743 0 0 0 0 0 0 0 0 0
"heah" 0.012565407433336 0 0.00205814958631193 0 0.0020340913713844 0 0.00500572529830994 0 0 0 0 0 0 0 0 0
"hush" 0 0.0010229917393417 0.00274419944841591 0.00237834752414023 0.0010170456856922 0.0127018177712544 0.00125143132457749 0 0 0 0.00126763598565036 0.000705786033905961 0 0 0 0.00173236167092058
"industrious" 0 0.000511495869670852 0 0.00178376064310517 0.0010170456856922 0 0.00125143132457749 0 0 0.00287571173865532 0.00380290795695108 0.00494050223734173 0.00281944287808729 0.00841467519353753 0 0.00115490778061372
"inherited" 0 0.000511495869670852 0.00205814958631193 0 0.0010170456856922 0 0.00187714698686623 0.00191563541626758 0 0.00575142347731063 0.00253527197130072 0.00352893016952981 0.00563888575617458 0.00140244586558959 0.00312646553071752 0.00288726945153429
"inquiry" 0 0.000511495869670852 0 0.00237834752414023 0.0030511370570766 0 0.0043800096360212 0.00191563541626758 0.00278714568410491 0 0.00507054394260144 0.000705786033905961 0.00281944287808729 0 0.00312646553071752 0.00173236167092058
"insult" 0 0 0.00137209972420796 0.00594586881035057 0.00508522842846101 0 0.00250286264915497 0 0 0.00287571173865532 0.00126763598565036 0.00211735810171788 0 0.00140244586558959 0 0
"karnak" 0 0 0 0 0 0 0 0 0 0 0 0.000705786033905961 0 0 0 0.0150138011479783
"local" 0 0 0.00343024931051989 0.00237834752414023 0.0040681827427688 0 0.000625715662288743 0 0.0111485827364196 0 0.00126763598565036 0.000705786033905961 0.0112777715123492 0.00140244586558959 0 0.00115490778061372
"measured" 0 0.00409196695736682 0.00205814958631193 0 0.0010170456856922 0.00282262617138986 0.00250286264915497 0 0.00278714568410491 0 0 0.00211735810171788 0.00563888575617458 0 0 0.00173236167092058
"memorable" 0 0.00460346282703767 0.00274419944841591 0.00237834752414023 0 0 0.000625715662288743 0 0 0 0 0.00352893016952981 0 0.00560978346235835 0 0
"michael" 0 0.010229917393417 0.000686049862103978 0 0.0010170456856922 0 0.00125143132457749 0 0 0 0 0.000705786033905961 0 0 0.00312646553071752 0.000577453890306859
"mixture" 0 0.00153448760901256 0.00137209972420796 0.000594586881035057 0.0020340913713844 0 0.000625715662288743 0.00383127083253515 0 0 0.00380290795695108 0.00211735810171788 0 0.00280489173117918 0.00312646553071752 0.00404217723214801
"nail" 0.00448764551190572 0.00255747934835426 0.00274419944841591 0.000594586881035057 0.0040681827427688 0 0.00125143132457749 0.00191563541626758 0 0.00287571173865532 0 0.000705786033905961 0.00281944287808729 0 0 0.00115490778061372
"needn^t" 0.0080777619214303 0.000511495869670852 0.00137209972420796 0.00118917376207011 0 0.00846787851416958 0.00187714698686623 0 0 0 0.00507054394260144 0 0 0 0 0
"notable" 0 0.00613795043605023 0.00274419944841591 0.00237834752414023 0.0020340913713844 0.00141131308569493 0 0 0 0 0 0.00211735810171788 0 0.00140244586558959 0 0
"nova" 0 0 0 0 0 0 0 0 0.0696786421026227 0 0 0 0 0.00280489173117918 0 0
"october" 0 0 0.000686049862103978 0.00118917376207011 0.00711931979984541 0 0.00187714698686623 0.00191563541626758 0 0.00287571173865532 0.00507054394260144 0 0.00281944287808729 0.00280489173117918 0.0125058621228701 0.000577453890306859
"offensive" 0 0.00153448760901256 0 0.0041621081672454 0.0010170456856922 0.00141131308569493 0.00187714698686623 0.00191563541626758 0.00836143705231472 0 0.00126763598565036 0.00141157206781192 0 0.00420733759676876 0.00312646553071752 0.000577453890306859
"ornament" 0 0.00153448760901256 0.00137209972420796 0 0.0010170456856922 0 0.00187714698686623 0.00191563541626758 0.00278714568410491 0.00287571173865532 0 0.00282314413562384 0 0 0.00937939659215257 0.00461963112245487
"outline" 0 0.00153448760901256 0 0.00237834752414023 0 0 0.000625715662288743 0.00191563541626758 0.00557429136820982 0 0.00126763598565036 0.00423471620343577 0.00563888575617458 0 0 0.00404217723214801
"owe" 0 0.000511495869670852 0.00343024931051989 0.00118917376207011 0.0030511370570766 0 0.00625715662288743 0 0.00836143705231472 0 0 0.000705786033905961 0.00281944287808729 0 0 0.000577453890306859
"partner" 0 0 0.00686049862103978 0.00237834752414023 0.0030511370570766 0 0.00125143132457749 0.00191563541626758 0 0 0.00380290795695108 0.000705786033905961 0 0 0 0.00173236167092058
"pennsylvania" 0 0.0010229917393417 0.00686049862103978 0.00356752128621034 0.0020340913713844 0 0.0043800096360212 0 0 0 0 0 0 0 0 0
"persecution" 0 0.00204598347868341 0 0.00118917376207011 0.0030511370570766 0.00141131308569493 0.00688287228517617 0 0.00278714568410491 0 0.00253527197130072 0.00141157206781192 0 0 0 0.000577453890306859
"piloting" 0 0 0.0185233462768074 0 0 0 0 0 0 0 0 0 0 0 0 0
"pinnace" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0378660383709189 0 0
"pitched" 0.00179505820476229 0.00204598347868341 0.000686049862103978 0.000594586881035057 0.0010170456856922 0 0.00250286264915497 0 0 0 0 0.00776364637296557 0 0.00140244586558959 0 0.00115490778061372
"pope" 0 0.00716094217539193 0 0 0.0020340913713844 0 0 0.00191563541626758 0 0.00575142347731063 0 0.00211735810171788 0 0 0 0.00288726945153429
"prophets" 0 0.0010229917393417 0 0.00118917376207011 0 0 0 0 0 0 0 0.0127041486103073 0.00281944287808729 0 0 0.00230981556122744
"province" 0 0.00204598347868341 0 0 0.0020340913713844 0 0.000625715662288743 0.00191563541626758 0.0195100197887344 0 0 0.00211735810171788 0 0.00280489173117918 0 0.00404217723214801
"quicker" 0.00179505820476229 0.00409196695736682 0.00137209972420796 0.00297293440517528 0.0020340913713844 0.00423393925708479 0 0 0 0 0 0 0 0 0 0.00288726945153429
"rays" 0 0.00153448760901256 0.00137209972420796 0.00178376064310517 0 0 0 0.00383127083253515 0 0 0.00253527197130072 0.00282314413562384 0.00281944287808729 0 0.00312646553071752 0.00519708501276173
"recovered" 0 0.00153448760901256 0.00137209972420796 0.00118917376207011 0.0020340913713844 0 0.00375429397373246 0 0 0 0.00126763598565036 0.00282314413562384 0 0.00420733759676876 0 0.00230981556122744
"regretted" 0 0 0.00137209972420796 0.00118917376207011 0.0020340913713844 0 0.00125143132457749 0.00957817708133788 0.00557429136820982 0.00287571173865532 0 0.00423471620343577 0.00563888575617458 0 0.00625293106143505 0.000577453890306859
"reserve" 0 0.00153448760901256 0.000686049862103978 0.00178376064310517 0 0.00282262617138986 0.00250286264915497 0.00191563541626758 0 0 0.00507054394260144 0.00141157206781192 0.00281944287808729 0.00140244586558959 0.00937939659215257 0.00115490778061372
"rests" 0.000897529102381145 0.00204598347868341 0 0.00178376064310517 0 0 0 0.0076625416650703 0.00836143705231472 0 0.00126763598565036 0.00282314413562384 0.00281944287808729 0.00560978346235835 0 0.00115490778061372
"risen" 0 0.00255747934835426 0.00137209972420796 0.000594586881035057 0.0020340913713844 0 0.00187714698686623 0.00383127083253515 0.00278714568410491 0.00287571173865532 0.00126763598565036 0.00211735810171788 0.00281944287808729 0.00140244586558959 0 0.00230981556122744
"root" 0.000897529102381145 0.0010229917393417 0 0.00356752128621034 0 0 0 0.00191563541626758 0 0.0143785586932766 0 0 0.00845832863426187 0.00420733759676876 0.0156323276535876 0.000577453890306859
"salvages" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0378660383709189 0 0
"sculptured" 0 0.00460346282703767 0 0 0 0 0 0 0 0 0 0.00141157206781192 0 0 0 0.00923926224490974
"seed" 0.00269258730714343 0.0010229917393417 0.00274419944841591 0.000594586881035057 0.0010170456856922 0.00141131308569493 0 0 0 0 0 0.000705786033905961 0.00281944287808729 0 0.0281381897764577 0.00230981556122744
"shaped" 0 0.00460346282703767 0 0.00297293440517528 0.0020340913713844 0.00141131308569493 0.00250286264915497 0 0.00278714568410491 0 0 0.00141157206781192 0 0 0 0.00173236167092058
"sheets" 0.00359011640952458 0.00204598347868341 0.00205814958631193 0.00178376064310517 0.0040681827427688 0.00564525234277972 0.000625715662288743 0.00191563541626758 0 0.00287571173865532 0 0.000705786033905961 0 0.00140244586558959 0 0
"shine" 0.000897529102381145 0 0 0.00118917376207011 0.0010170456856922 0 0.00125143132457749 0.00574690624880273 0 0 0.00126763598565036 0.00211735810171788 0.00563888575617458 0.00140244586558959 0.00312646553071752 0.00577453890306859
"shipped" 0 0.0010229917393417 0.00274419944841591 0.00772962945345574 0 0 0.000625715662288743 0 0 0 0 0.000705786033905961 0.00281944287808729 0.00420733759676876 0 0.00115490778061372
"shoal" 0.000897529102381145 0 0.0109767977936636 0 0 0.00282262617138986 0.00187714698686623 0 0.00278714568410491 0 0 0 0 0.00280489173117918 0 0.00115490778061372
"shrewd" 0 0.00153448760901256 0 0.00118917376207011 0.0020340913713844 0 0.00187714698686623 0.00191563541626758 0 0.00287571173865532 0.00126763598565036 0.00211735810171788 0.00281944287808729 0.00420733759676876 0 0.00404217723214801
"soaked" 0.000897529102381145 0.00204598347868341 0.000686049862103978 0 0.0040681827427688 0.00282262617138986 0 0 0 0.00575142347731063 0 0.00211735810171788 0.0112777715123492 0.00140244586558959 0.00312646553071752 0.00230981556122744
"sounding" 0 0.000511495869670852 0.00686049862103978 0.00178376064310517 0.0020340913713844 0 0.00250286264915497 0 0.00278714568410491 0 0 0.00141157206781192 0 0.00280489173117918 0 0.00115490778061372
"spirited" 0 0.00306897521802511 0 0.00118917376207011 0.00508522842846101 0 0.00125143132457749 0.00191563541626758 0.00557429136820982 0 0.00126763598565036 0.00211735810171788 0.00281944287808729 0 0 0.00230981556122744
"squire" 0 0 0.000686049862103978 0.000594586881035057 0 0 0.0156428915572186 0 0 0 0 0 0 0 0 0
"stairway" 0 0.00255747934835426 0 0.00118917376207011 0.0010170456856922 0.00564525234277972 0.000625715662288743 0 0 0 0.00253527197130072 0.00282314413562384 0 0 0 0.00461963112245487
"starboard" 0 0.00409196695736682 0.00754654848314376 0.00178376064310517 0 0.00141131308569493 0.00125143132457749 0 0 0 0.00126763598565036 0.000705786033905961 0 0 0 0
"statements" 0.000897529102381145 0.00153448760901256 0.000686049862103978 0.00772962945345574 0.0020340913713844 0 0.00187714698686623 0 0 0 0 0 0 0.00560978346235835 0 0
"sterling" 0 0 0 0 0.0010170456856922 0 0.0150171758949298 0 0 0 0 0 0 0 0 0.00115490778061372
"suggests" 0 0.00358047108769597 0.00205814958631193 0.00118917376207011 0 0 0 0.00383127083253515 0 0.00575142347731063 0 0.00211735810171788 0.00563888575617458 0.00140244586558959 0.00625293106143505 0.00173236167092058
"suspended" 0 0.00358047108769597 0.00205814958631193 0.00178376064310517 0 0.00282262617138986 0.00312857831144371 0 0 0 0.00253527197130072 0.00141157206781192 0 0 0 0.00173236167092058
"swamp" 0.00448764551190572 0.0010229917393417 0.00205814958631193 0.000594586881035057 0.0040681827427688 0 0.00187714698686623 0 0.00278714568410491 0 0 0.000705786033905961 0.0169166572685237 0.00140244586558959 0 0
"tastes" 0.000897529102381145 0.000511495869670852 0.00205814958631193 0 0 0 0.00563144096059868 0.00383127083253515 0.00557429136820982 0 0.00126763598565036 0 0.00563888575617458 0 0.00312646553071752 0.00288726945153429
"tickets" 0 0.00153448760901256 0 0.00118917376207011 0.0010170456856922 0.0155244439426442 0.00312857831144371 0 0.00836143705231472 0.00287571173865532 0 0 0 0 0 0.000577453890306859
"tie" 0.0116678783309549 0 0.00137209972420796 0.00178376064310517 0.0010170456856922 0.00141131308569493 0.000625715662288743 0 0 0.00287571173865532 0 0 0 0 0 0.00288726945153429
"trusted" 0 0.00204598347868341 0.000686049862103978 0.00118917376207011 0.0010170456856922 0 0.00312857831144371 0.00191563541626758 0.00557429136820982 0.00287571173865532 0.0063381799282518 0.00282314413562384 0 0 0 0.000577453890306859
"weakness" 0 0.000511495869670852 0.00137209972420796 0 0 0.00282262617138986 0.00312857831144371 0.00191563541626758 0 0.00287571173865532 0.00887345189955252 0.000705786033905961 0.00281944287808729 0.00841467519353753 0 0
"weariness" 0 0.0010229917393417 0 0 0.0010170456856922 0.00141131308569493 0.00312857831144371 0.00383127083253515 0.00278714568410491 0 0.013943995842154 0 0.00281944287808729 0 0 0.00173236167092058
"whale" 0.000897529102381145 0.0010229917393417 0 0.00356752128621034 0.0010170456856922 0 0.000625715662288743 0 0.0139357284205245 0.00287571173865532 0 0.00211735810171788 0 0.00701222932794794 0 0.00115490778061372
"wider" 0 0.00460346282703767 0.000686049862103978 0.00297293440517528 0.0010170456856922 0 0.00375429397373246 0.00191563541626758 0 0.00287571173865532 0 0 0 0.00140244586558959 0 0.00115490778061372
"woke" 0.00359011640952458 0.00306897521802511 0.00137209972420796 0.00356752128621034 0.0020340913713844 0.00423393925708479 0.00250286264915497 0 0 0 0 0 0 0 0 0
"wrapped" 0 0.00358047108769597 0.00205814958631193 0.00178376064310517 0 0.00282262617138986 0.000625715662288743 0.00191563541626758 0.00278714568410491 0.00287571173865532 0 0 0.00563888575617458 0 0 0.00346472334184115
"aboo" 0 0 0 0 0 0 0 0 0 0 0 0.000705786033905961 0 0 0 0.0144363472576715
"abuse" 0.000897529102381145 0.00358047108769597 0.00137209972420796 0.00356752128621034 0.0020340913713844 0.00282262617138986 0.00125143132457749 0 0 0 0 0 0 0.00280489173117918 0 0.00115490778061372
"advantages" 0 0 0.00137209972420796 0.00178376064310517 0.0010170456856922 0.00423393925708479 0.00187714698686623 0.00383127083253515 0.00278714568410491 0.00287571173865532 0.00126763598565036 0.00282314413562384 0.00563888575617458 0.00140244586558959 0.00312646553071752 0.000577453890306859
"aft" 0.00179505820476229 0.0010229917393417 0.00960469806945569 0.00118917376207011 0.0020340913713844 0 0 0 0 0 0 0 0 0 0 0.00230981556122744
