"mark-twain_huck-finn" "mark-twain_innocents-abroad" "mark-twain_life-on-mississippi" "mark-twain_roughing-it" "mark-twain_sketches-new-and-old" "mark-twain_tom-sawyer" "mark-twain-and-cd-warner_gilded-age" "warner_backlog-studies" "warner_baddeck-sketches" "warner_being-a-boy" "warner_golden-house" "warner_in-the-levant" "warner_in-the-wilderness" "warner_john-smith" "warner_my-summer-in-a-garden" "warner_my-winter-on-the-nile"
"iron" 0.00718023281904916 0.0117644050024296 0.00960469806945569 0.00951339009656091 0.0030511370570766 0.00564525234277972 0.0125143132457749 0.00957817708133788 0.0111485827364196 0 0.00126763598565036 0.00635207430515365 0.0169166572685237 0.0126220127903063 0.00625293106143505 0.012126531696444
"merely" 0.000897529102381145 0.00716094217539193 0.00960469806945569 0.0130809113827713 0.00711931979984541 0.00423393925708479 0.0137657445703523 0.0172407187464082 0.0111485827364196 0.00287571173865532 0.00887345189955252 0.00846943240687153 0.0140972143904364 0.00140244586558959 0.00625293106143505 0.012126531696444
"please" 0.0134629365357172 0.00767243804506279 0.00548839889683182 0.0142700851448414 0.0142386395996908 0.0268149486282037 0.0106371662589086 0.00191563541626758 0 0.00575142347731063 0.00887345189955252 0.00494050223734173 0.00563888575617458 0.00981712105912712 0.0125058621228701 0.00173236167092058
"roof" 0.00359011640952458 0.0179023554384798 0.00754654848314376 0.010702563858631 0.00711931979984541 0.0112905046855594 0.00375429397373246 0.00574690624880273 0.00278714568410491 0 0.00380290795695108 0.00846943240687153 0.0253749859027856 0.00140244586558959 0.00625293106143505 0.0144363472576715
"storm" 0.00628270371666801 0.0122759008721005 0.0109767977936636 0.0184321933120868 0.010170456856922 0.00705656542847465 0.00500572529830994 0.00574690624880273 0.00278714568410491 0.00575142347731063 0.013943995842154 0.00211735810171788 0.0140972143904364 0.0154269045214855 0.00312646553071752 0.00404217723214801
"upper" 0.00538517461428687 0.010229917393417 0.0219535955873273 0.00654045569138563 0.00508522842846101 0.00564525234277972 0.00813430360975366 0 0.0111485827364196 0 0.00126763598565036 0.00776364637296557 0.019736100146611 0.00560978346235835 0.00625293106143505 0.0144363472576715
"direction" 0.000897529102381145 0.00920692565407534 0.0116628476557676 0.00891880321552585 0.00813636548553761 0.0169357570283392 0.00500572529830994 0.0114938124976055 0.0195100197887344 0 0.00760581591390216 0.0105867905085894 0.0281944287808729 0.00560978346235835 0.00937939659215257 0.00808435446429603
"joe" 0.00269258730714343 0 0.00137209972420796 0.00237834752414023 0.0010170456856922 0.187704640397426 0.000625715662288743 0 0 0 0 0 0 0 0 0
"occupied" 0 0.00613795043605023 0.00548839889683182 0.0083242163344908 0.0040681827427688 0.00846787851416958 0.00813430360975366 0.00383127083253515 0.0139357284205245 0.00575142347731063 0.0152116318278043 0.0275256553223325 0.00281944287808729 0.00560978346235835 0.00312646553071752 0.012126531696444
"seeing" 0.00897529102381145 0.010229917393417 0.00891864820735171 0.00297293440517528 0.0030511370570766 0.00564525234277972 0.0131400289080636 0.00383127083253515 0.00836143705231472 0.00287571173865532 0.0126763598565036 0.00635207430515365 0.00281944287808729 0.0252440255806126 0.00937939659215257 0.012126531696444
"thee" 0.00179505820476229 0.00409196695736682 0 0 0.0030511370570766 0.00846787851416958 0.0707058698386279 0 0 0 0 0.00141157206781192 0 0.00140244586558959 0 0.00519708501276173
"afterward" 0 0.0127873967417713 0.0144070471041835 0.0338914522189982 0.0172897766567674 0.0112905046855594 0.0043800096360212 0.00191563541626758 0 0 0 0 0 0.00841467519353753 0.00312646553071752 0
"aunt" 0.0475690424262007 0.000511495869670852 0.000686049862103978 0.000594586881035057 0.0040681827427688 0.104437168341425 0.00125143132457749 0 0 0.00287571173865532 0.00380290795695108 0.00141157206781192 0.00281944287808729 0 0 0
"closed" 0.00179505820476229 0.010229917393417 0.0116628476557676 0.00891880321552585 0.00610227411415321 0.0169357570283392 0.0125143132457749 0.00957817708133788 0.00836143705231472 0.00575142347731063 0.013943995842154 0.00846943240687153 0.00563888575617458 0 0.00312646553071752 0.00866180835460289
"field" 0.000897529102381145 0.00460346282703767 0.00480234903472784 0.0041621081672454 0.00813636548553761 0.00564525234277972 0.0125143132457749 0.00383127083253515 0.0167228741046294 0.00862713521596595 0.0114087238708532 0.0190562229154609 0.00281944287808729 0.00701222932794794 0.0218852587150227 0.0155912550382852
"labor" 0 0.00767243804506279 0.00343024931051989 0.00772962945345574 0.00711931979984541 0.00846787851416958 0.00625715662288743 0.0076625416650703 0.00836143705231472 0.00862713521596595 0.0253527197130072 0.00635207430515365 0.00563888575617458 0.0154269045214855 0.0312646553071752 0.0144363472576715
"month" 0.00448764551190572 0.00818393391473364 0.0240117451736392 0.0160538457879465 0.00508522842846101 0.00423393925708479 0.00938573493433114 0.013409447913873 0.0111485827364196 0.00287571173865532 0.0063381799282518 0.00141157206781192 0.00281944287808729 0.00701222932794794 0.00625293106143505 0.00577453890306859
"begun" 0.0637245662690613 0.00460346282703767 0.00960469806945569 0.00178376064310517 0.0040681827427688 0.00423393925708479 0.00750858794746491 0.0076625416650703 0.00278714568410491 0.00575142347731063 0.00253527197130072 0.00423471620343577 0.00281944287808729 0.00280489173117918 0.00312646553071752 0.00404217723214801
"familiar" 0 0.0163678678294673 0.00686049862103978 0.00951339009656091 0.0111875025426142 0.00846787851416958 0.00938573493433114 0.00957817708133788 0.00557429136820982 0.00575142347731063 0.0114087238708532 0.0105867905085894 0.0140972143904364 0 0.00312646553071752 0.00750690057398917
"gives" 0.00448764551190572 0.00511495869670852 0.00891864820735171 0.00713504257242068 0.010170456856922 0.00141131308569493 0.00500572529830994 0.00957817708133788 0.00836143705231472 0.00862713521596595 0.00507054394260144 0.0148215067120252 0 0.0196342421182542 0.0125058621228701 0.0167461628188989
"occurred" 0 0.00818393391473364 0.00754654848314376 0.0148646720258764 0.00711931979984541 0.0239923224568138 0.0143914602326411 0 0.00557429136820982 0.0115028469546213 0.0101410878852029 0.00211735810171788 0.019736100146611 0.0168293503870751 0.0125058621228701 0.00173236167092058
"situation" 0.000897529102381145 0.00409196695736682 0.00548839889683182 0.00891880321552585 0.00610227411415321 0.00705656542847465 0.00750858794746491 0.0076625416650703 0.0278714568410491 0 0.0291556276699583 0.0112925765424954 0.0366527574151348 0.00841467519353753 0.00937939659215257 0.00692944668368231
"mysterious" 0.00269258730714343 0.0112529091327588 0.0061744487589358 0.00772962945345574 0.010170456856922 0.00846787851416958 0.0100114505966199 0.00383127083253515 0.00278714568410491 0.00862713521596595 0.0063381799282518 0.0105867905085894 0.0225555430246983 0 0.00625293106143505 0.0150138011479783
"n^t" 0.00448764551190572 0 0.00205814958631193 0.000594586881035057 0.0040681827427688 0.00564525234277972 0 0.0823723228995058 0.0334457482092589 0.106401334330247 0.00126763598565036 0.00988100447468345 0 0 0.0531499140221979 0
"neck" 0.0152579947404795 0.0112529091327588 0.0123488975178716 0.010107976977596 0.0132215939139986 0.00705656542847465 0.00250286264915497 0 0.00557429136820982 0 0.0063381799282518 0.00423471620343577 0.00563888575617458 0.0126220127903063 0 0.012126531696444
"painted" 0.0080777619214303 0.0148333802204547 0.0109767977936636 0.00178376064310517 0.0020340913713844 0.00141131308569493 0.000625715662288743 0.00574690624880273 0.0111485827364196 0.00862713521596595 0.00760581591390216 0.0134099346442133 0.00281944287808729 0.023841579715023 0 0.0155912550382852
"step" 0.00538517461428687 0.0107414132630879 0.00686049862103978 0.00951339009656091 0.0111875025426142 0.00987919159986451 0.00938573493433114 0.0153250833301406 0.0111485827364196 0.00287571173865532 0.0063381799282518 0.00635207430515365 0.0169166572685237 0.00140244586558959 0.00312646553071752 0.0115490778061372
"charge" 0.00269258730714343 0.00511495869670852 0.00411629917262387 0.0130809113827713 0.0122045482283064 0.00423393925708479 0.00750858794746491 0.0076625416650703 0.00278714568410491 0.00287571173865532 0.0063381799282518 0.00917521844077749 0.00563888575617458 0.0392684842365085 0.00312646553071752 0.0098167161352166
"duty" 0.00448764551190572 0.0107414132630879 0.0130349473799756 0.00951339009656091 0.0162727309710752 0.00564525234277972 0.0106371662589086 0.00957817708133788 0.0139357284205245 0.0115028469546213 0.0228174477417065 0.00141157206781192 0.00563888575617458 0 0.00312646553071752 0.00288726945153429
"imagination" 0 0.00306897521802511 0.00823259834524773 0.0041621081672454 0.0030511370570766 0.00564525234277972 0.00625715662288743 0.0191563541626758 0.030658602525154 0.0258814056478979 0.00507054394260144 0.0197620089493669 0.0281944287808729 0.0140244586558959 0.00625293106143505 0.00808435446429603
"liked" 0.0116678783309549 0.00255747934835426 0.00480234903472784 0.00237834752414023 0.00915341117122981 0.00282262617138986 0.0175200385440848 0.0153250833301406 0.00278714568410491 0.0575142347731063 0.031690899641259 0.00423471620343577 0.00845832863426187 0.00560978346235835 0.00625293106143505 0.00173236167092058
"reach" 0.00628270371666801 0.00664944630572108 0.0123488975178716 0.0124863245017362 0.0040681827427688 0.00846787851416958 0.00750858794746491 0.00383127083253515 0.0334457482092589 0.00862713521596595 0.00507054394260144 0.00705786033905961 0.00845832863426187 0.00560978346235835 0.00312646553071752 0.0115490778061372
"reputation" 0 0.00306897521802511 0.00823259834524773 0.00535128192931551 0.00610227411415321 0 0.0125143132457749 0.013409447913873 0.00278714568410491 0.00862713521596595 0.0215498117560561 0.0204677949832729 0.00845832863426187 0.0112195669247167 0.00312646553071752 0.0103941700255235
"sharp" 0.00718023281904916 0.00664944630572108 0.00891864820735171 0.00535128192931551 0.0040681827427688 0.0127018177712544 0.00625715662288743 0.00957817708133788 0.00836143705231472 0.0143785586932766 0.0063381799282518 0.0155272927459311 0.0112777715123492 0.00420733759676876 0.0156323276535876 0.0127039855867509
"ahead" 0.0197456402523852 0.00920692565407534 0.0109767977936636 0.0083242163344908 0.00610227411415321 0.0112905046855594 0.00750858794746491 0 0.00278714568410491 0.00575142347731063 0.00760581591390216 0.00211735810171788 0.0112777715123492 0 0.00312646553071752 0.0150138011479783
"daily" 0 0.00460346282703767 0.0061744487589358 0.00891880321552585 0.00915341117122981 0.00564525234277972 0.00938573493433114 0.0229876249952109 0.00278714568410491 0 0.0278879916843079 0.00917521844077749 0 0.0224391338494334 0.0125058621228701 0.00577453890306859
"danger" 0.00538517461428687 0.00562645456637938 0.0116628476557676 0.00951339009656091 0.0040681827427688 0.00987919159986451 0.00813430360975366 0.00383127083253515 0.00557429136820982 0.00575142347731063 0.0101410878852029 0.00635207430515365 0.0281944287808729 0.0126220127903063 0.0156323276535876 0.0103941700255235
"follow" 0.00718023281904916 0.00511495869670852 0.0130349473799756 0.00951339009656091 0.00813636548553761 0.0155244439426442 0.00750858794746491 0.00574690624880273 0.00557429136820982 0.00287571173865532 0.0063381799282518 0.00635207430515365 0.0112777715123492 0.0182317962526646 0.0156323276535876 0.00750690057398917
"gate" 0 0.0117644050024296 0.00137209972420796 0.0041621081672454 0.0010170456856922 0.00846787851416958 0 0.0172407187464082 0.00557429136820982 0.00287571173865532 0.00126763598565036 0.0479934503056054 0 0 0.00937939659215257 0.00923926224490974
"loose" 0.0215406984571475 0.00920692565407534 0.00754654848314376 0.00772962945345574 0.0111875025426142 0.00705656542847465 0.00375429397373246 0.00574690624880273 0.00278714568410491 0 0.00380290795695108 0.0105867905085894 0.00845832863426187 0.00701222932794794 0.00625293106143505 0.0109716239158303
"rise" 0.00538517461428687 0.00869542978440449 0.0233256953115352 0.00356752128621034 0.00711931979984541 0.00564525234277972 0.00312857831144371 0.0114938124976055 0.0111485827364196 0.00575142347731063 0.00887345189955252 0.00776364637296557 0.0225555430246983 0.00280489173117918 0.00625293106143505 0.0103941700255235
"stick" 0.0161555238428606 0.00664944630572108 0.00960469806945569 0.00535128192931551 0.00915341117122981 0.0112905046855594 0.00813430360975366 0.0076625416650703 0 0.0287571173865532 0.00253527197130072 0.00494050223734173 0.00281944287808729 0 0.00312646553071752 0.0173236167092058
"willing" 0.00359011640952458 0.00716094217539193 0.00686049862103978 0.00654045569138563 0.0122045482283064 0.0127018177712544 0.0143914602326411 0.0153250833301406 0.00836143705231472 0.0172542704319319 0.00507054394260144 0.00846943240687153 0.00845832863426187 0.0112195669247167 0.0125058621228701 0.00461963112245487
"you^ve" 0.0260283439690532 0.00153448760901256 0.0178372964147034 0.00891880321552585 0.0040681827427688 0.0254036355425088 0.0206486168555285 0 0 0 0.0101410878852029 0 0.00563888575617458 0 0.00312646553071752 0
"apparently" 0 0.00409196695736682 0.0144070471041835 0.00951339009656091 0.00610227411415321 0.00423393925708479 0.0106371662589086 0.00957817708133788 0.00836143705231472 0.00287571173865532 0.0126763598565036 0.0112925765424954 0.00281944287808729 0.00280489173117918 0.0156323276535876 0.0138588933673646
"coffee" 0.00538517461428687 0.00920692565407534 0.00480234903472784 0.00772962945345574 0.0040681827427688 0.00282262617138986 0.00500572529830994 0.00191563541626758 0.00278714568410491 0 0.0114087238708532 0.017644650847649 0.00563888575617458 0 0 0.0242530633928881
"fancy" 0.000897529102381145 0.0117644050024296 0.00205814958631193 0.0142700851448414 0.00610227411415321 0.00282262617138986 0.00688287228517617 0.0229876249952109 0.00836143705231472 0.00862713521596595 0.0101410878852029 0.00846943240687153 0.0140972143904364 0.00420733759676876 0.0187587931843051 0.00923926224490974
"noise" 0.0152579947404795 0.00460346282703767 0.00411629917262387 0.00654045569138563 0.00610227411415321 0.00846787851416958 0.0043800096360212 0.0114938124976055 0.00278714568410491 0.0373842526025191 0.00253527197130072 0.00846943240687153 0.0169166572685237 0.00841467519353753 0 0.0173236167092058
"opposite" 0.000897529102381145 0.00409196695736682 0.0109767977936636 0.0041621081672454 0.00610227411415321 0.00141131308569493 0.00312857831144371 0 0.0139357284205245 0.00287571173865532 0.0063381799282518 0.0261140832545206 0.0112777715123492 0.00701222932794794 0.00312646553071752 0.0207883400510469
"sold" 0.0179505820476229 0.00613795043605023 0.0061744487589358 0.021405127717262 0.00711931979984541 0.00423393925708479 0.0106371662589086 0 0.00836143705231472 0.00862713521596595 0.00253527197130072 0.00423471620343577 0.00281944287808729 0.0168293503870751 0.00312646553071752 0.00346472334184115
"replied" 0 0.00153448760901256 0.00205814958631193 0.0041621081672454 0.0030511370570766 0.00282262617138986 0.0200229011932398 0.00574690624880273 0.00278714568410491 0.0115028469546213 0.0722552511820706 0.00776364637296557 0.00563888575617458 0.00560978346235835 0.00312646553071752 0.00230981556122744
"threw" 0 0.00716094217539193 0.0137209972420796 0.0148646720258764 0.010170456856922 0.0141131308569493 0.0131400289080636 0 0.00557429136820982 0.0115028469546213 0.00507054394260144 0.00564628827124769 0.00845832863426187 0.0112195669247167 0 0.00461963112245487
"wear" 0.00448764551190572 0.0163678678294673 0.00205814958631193 0.00475669504828045 0.0030511370570766 0.00705656542847465 0.00688287228517617 0.013409447913873 0.00278714568410491 0.0201299821705872 0.00253527197130072 0.00564628827124769 0 0.00560978346235835 0.00625293106143505 0.0225207017219675
"civilization" 0 0.00409196695736682 0.0061744487589358 0.00297293440517528 0.0040681827427688 0.00705656542847465 0.00250286264915497 0.0306501666602812 0.00278714568410491 0.0115028469546213 0.0063381799282518 0.0211735810171788 0.0366527574151348 0 0.0218852587150227 0.0144363472576715
"drink" 0.00359011640952458 0.0097184215237462 0.0150930969662875 0.0130809113827713 0.0142386395996908 0.00987919159986451 0.00750858794746491 0.00383127083253515 0.00278714568410491 0.00575142347731063 0.00253527197130072 0.00705786033905961 0.00281944287808729 0.00420733759676876 0.0156323276535876 0.00577453890306859
"gray" 0.0107703492285737 0.00920692565407534 0.0109767977936636 0.0124863245017362 0.0020340913713844 0.0112905046855594 0.00375429397373246 0.0076625416650703 0.0250843111569442 0.00287571173865532 0.00380290795695108 0.0218793670510848 0.00563888575617458 0.00280489173117918 0.00312646553071752 0
"impression" 0 0.00613795043605023 0.00686049862103978 0.00475669504828045 0.0030511370570766 0.00141131308569493 0.00625715662288743 0.00957817708133788 0.0195100197887344 0.0172542704319319 0.0253527197130072 0.0119983625764013 0.0140972143904364 0.00841467519353753 0.0156323276535876 0.012126531696444
"remained" 0 0.00869542978440449 0.0150930969662875 0.0112971507396661 0.00508522842846101 0.0141131308569493 0.0087600192720424 0.00574690624880273 0.0111485827364196 0.00287571173865532 0.00887345189955252 0.00705786033905961 0 0.0266464714462022 0 0.00288726945153429
"sudden" 0.018848111150004 0.00409196695736682 0.00754654848314376 0.0118917376207011 0.0122045482283064 0.00987919159986451 0.0112628819211974 0.0076625416650703 0.0111485827364196 0.00575142347731063 0.0190145397847554 0.00352893016952981 0.00563888575617458 0 0.00625293106143505 0.00288726945153429
"what^s" 0.0394912805047704 0.00153448760901256 0.00686049862103978 0.0041621081672454 0.0030511370570766 0.0578638365134922 0.00938573493433114 0.00383127083253515 0.00557429136820982 0 0.00760581591390216 0 0 0.00140244586558959 0.00312646553071752 0.000577453890306859
"wished" 0.0161555238428606 0.0148333802204547 0.00823259834524773 0.00356752128621034 0.00508522842846101 0.0169357570283392 0.0137657445703523 0.00957817708133788 0.0111485827364196 0.0115028469546213 0.00887345189955252 0.00141157206781192 0 0.00701222932794794 0.00937939659215257 0.00115490778061372
"wore" 0.00718023281904916 0.0112529091327588 0.00548839889683182 0.00713504257242068 0.00813636548553761 0.00987919159986451 0.00750858794746491 0.0076625416650703 0.00836143705231472 0.0115028469546213 0.0063381799282518 0.0134099346442133 0.0169166572685237 0.00981712105912712 0.00312646553071752 0.00577453890306859
"worn" 0.00269258730714343 0.0158563719597964 0.00274419944841591 0.00535128192931551 0.00813636548553761 0.00846787851416958 0.00625715662288743 0.00574690624880273 0.00278714568410491 0.00575142347731063 0.00760581591390216 0.0148215067120252 0.00281944287808729 0.00420733759676876 0 0.0161687089285921
"cave" 0.00897529102381145 0.00716094217539193 0.00754654848314376 0.00237834752414023 0.0020340913713844 0.0578638365134922 0 0 0.00278714568410491 0.00862713521596595 0 0.018350436881555 0.0507499718055712 0.00140244586558959 0 0.00230981556122744
"confidence" 0.00269258730714343 0.00869542978440449 0.0102907479315597 0.00951339009656091 0.00711931979984541 0.00846787851416958 0.0125143132457749 0.00383127083253515 0.0139357284205245 0.00575142347731063 0.0202821757704058 0.00423471620343577 0.00845832863426187 0.00841467519353753 0.00625293106143505 0.00519708501276173
"foreign" 0 0.0168793636991381 0.00686049862103978 0.0118917376207011 0.0010170456856922 0.00141131308569493 0.0112628819211974 0.00383127083253515 0.0139357284205245 0.00862713521596595 0.0101410878852029 0.0105867905085894 0.00563888575617458 0.00420733759676876 0.00937939659215257 0.00635199279337545
"influence" 0 0.00306897521802511 0.00480234903472784 0.00535128192931551 0.0040681827427688 0.00282262617138986 0.0225257638423947 0.0153250833301406 0.0111485827364196 0.00287571173865532 0.017746903799105 0.0141157206781192 0.0112777715123492 0.00841467519353753 0.00937939659215257 0.00635199279337545
"nights" 0.0233357566619098 0.0112529091327588 0.0109767977936636 0.00535128192931551 0.00610227411415321 0.00987919159986451 0.00625715662288743 0.00574690624880273 0.00557429136820982 0.0172542704319319 0.0063381799282518 0.00141157206781192 0.00281944287808729 0.00981712105912712 0.00937939659215257 0.00577453890306859
"throw" 0.0179505820476229 0.00664944630572108 0.0102907479315597 0.00594586881035057 0.0142386395996908 0.00846787851416958 0.00750858794746491 0.0114938124976055 0.00836143705231472 0.00862713521596595 0.00760581591390216 0.00352893016952981 0.0225555430246983 0.00280489173117918 0.00937939659215257 0.00519708501276173
"breath" 0.0116678783309549 0.00562645456637938 0.0150930969662875 0.0124863245017362 0.010170456856922 0.0352828271423733 0.00688287228517617 0.00574690624880273 0.00278714568410491 0.00287571173865532 0.00507054394260144 0.000705786033905961 0.0112777715123492 0 0.00312646553071752 0.00346472334184115
"chair" 0.00718023281904916 0.00869542978440449 0.00205814958631193 0.00594586881035057 0.0233920507709206 0.00846787851416958 0.00938573493433114 0.00957817708133788 0 0.00575142347731063 0.031690899641259 0.00352893016952981 0.0225555430246983 0 0.00625293106143505 0.00288726945153429
"dressed" 0.0107703492285737 0.0143218843507839 0.00274419944841591 0.00713504257242068 0.0040681827427688 0.0169357570283392 0.0100114505966199 0.013409447913873 0.00278714568410491 0.0230056939092425 0.00887345189955252 0.00282314413562384 0.00563888575617458 0.00140244586558959 0 0.00923926224490974
"entire" 0.000897529102381145 0.00818393391473364 0.00686049862103978 0.0142700851448414 0.010170456856922 0.00705656542847465 0.00813430360975366 0.00957817708133788 0.00836143705231472 0.0172542704319319 0.00126763598565036 0.0169388648137431 0.00563888575617458 0.00280489173117918 0.0125058621228701 0.00461963112245487
"etc" 0 0.0097184215237462 0.0130349473799756 0.0178376064310517 0.025426142142305 0.00705656542847465 0.00375429397373246 0.00191563541626758 0 0.00287571173865532 0 0.00846943240687153 0.00281944287808729 0.00841467519353753 0.00312646553071752 0.00461963112245487
"knowledge" 0 0.00358047108769597 0.0061744487589358 0.00535128192931551 0.00711931979984541 0.00141131308569493 0.0100114505966199 0.0172407187464082 0.0222971654728393 0.00575142347731063 0.0101410878852029 0.00988100447468345 0.0140972143904364 0.0112195669247167 0.0156323276535876 0.0150138011479783
"lines" 0.0080777619214303 0.00511495869670852 0.00891864820735171 0.00178376064310517 0.00610227411415321 0.00705656542847465 0.00625715662288743 0.0114938124976055 0.00836143705231472 0.00287571173865532 0.0152116318278043 0.00564628827124769 0 0.00981712105912712 0.00625293106143505 0.0225207017219675
"lying" 0.00179505820476229 0.0097184215237462 0.0137209972420796 0.010702563858631 0.010170456856922 0.00987919159986451 0.00688287228517617 0.0076625416650703 0.00836143705231472 0.0115028469546213 0.00507054394260144 0.00352893016952981 0.0253749859027856 0.00981712105912712 0.0125058621228701 0.00404217723214801
"midnight" 0.0116678783309549 0.00869542978440449 0.00548839889683182 0.0142700851448414 0.00813636548553761 0.0225810093711189 0.00750858794746491 0.00383127083253515 0.0139357284205245 0.00287571173865532 0.0063381799282518 0.00776364637296557 0.00563888575617458 0.00560978346235835 0.00312646553071752 0.00288726945153429
"parties" 0 0.0189253471778215 0.00411629917262387 0.0172430195500166 0.0122045482283064 0.00846787851416958 0.0106371662589086 0.00383127083253515 0.00278714568410491 0.00862713521596595 0.00253527197130072 0.00846943240687153 0 0.00280489173117918 0.00312646553071752 0.00230981556122744
"regard" 0.000897529102381145 0.00511495869670852 0.00411629917262387 0.00654045569138563 0.00915341117122981 0 0.0087600192720424 0.0268188958277461 0.0167228741046294 0.00287571173865532 0.0164792678134547 0.00776364637296557 0.0140972143904364 0.0168293503870751 0.0281381897764577 0.00692944668368231
"speaking" 0.000897529102381145 0.0112529091327588 0.00823259834524773 0.00594586881035057 0.00711931979984541 0.00282262617138986 0.0125143132457749 0.0114938124976055 0.00557429136820982 0.00575142347731063 0.0215498117560561 0.00494050223734173 0.0112777715123492 0.00701222932794794 0.0187587931843051 0.00635199279337545
"stock" 0.00987282012619259 0.00358047108769597 0.0164651966904955 0.0261618227655425 0.00813636548553761 0.00282262617138986 0.0143914602326411 0 0.00278714568410491 0.00287571173865532 0.00507054394260144 0.000705786033905961 0.00563888575617458 0.00420733759676876 0 0.00173236167092058
"finished" 0.000897529102381145 0.0132988926114422 0.00686049862103978 0.010702563858631 0.0162727309710752 0.0155244439426442 0.0106371662589086 0.0076625416650703 0.00557429136820982 0.00575142347731063 0.00380290795695108 0.00635207430515365 0 0.00420733759676876 0.00937939659215257 0.00461963112245487
"reading" 0.00269258730714343 0.00613795043605023 0.00823259834524773 0.00594586881035057 0.00711931979984541 0.00846787851416958 0.00813430360975366 0.0287345312440136 0.0111485827364196 0.00862713521596595 0.0101410878852029 0.00776364637296557 0.0225555430246983 0.00560978346235835 0.00625293106143505 0.00866180835460289
"sell" 0.0161555238428606 0.00716094217539193 0.00480234903472784 0.0136754982638063 0.010170456856922 0.00282262617138986 0.0162686072195073 0 0 0.00862713521596595 0 0.00494050223734173 0 0.00280489173117918 0.0187587931843051 0.00866180835460289
"various" 0.000897529102381145 0.0097184215237462 0.00823259834524773 0.010702563858631 0.00711931979984541 0.00423393925708479 0.00375429397373246 0 0.00278714568410491 0.00287571173865532 0.00253527197130072 0.018350436881555 0.0169166572685237 0.0140244586558959 0.00312646553071752 0.0115490778061372
"wood" 0.000897529102381145 0.00460346282703767 0.0116628476557676 0.00713504257242068 0.0122045482283064 0.00705656542847465 0.0043800096360212 0.0249032604114785 0.00278714568410491 0.0201299821705872 0.00253527197130072 0.00705786033905961 0.0338333145370475 0.0126220127903063 0.00625293106143505 0.00808435446429603
"allowed" 0.0287209312761966 0.00920692565407534 0.0137209972420796 0.0041621081672454 0.0142386395996908 0.00564525234277972 0.00813430360975366 0.00191563541626758 0 0.00862713521596595 0.00126763598565036 0.00352893016952981 0 0.00701222932794794 0.00312646553071752 0.00461963112245487
"build" 0.00359011640952458 0.00920692565407534 0.00686049862103978 0.0083242163344908 0.00508522842846101 0 0.0112628819211974 0.0249032604114785 0.00836143705231472 0.00575142347731063 0.0126763598565036 0.00494050223734173 0.0112777715123492 0.00981712105912712 0.00625293106143505 0.00866180835460289
"capital" 0.000897529102381145 0.00153448760901256 0.00686049862103978 0.00535128192931551 0.0030511370570766 0.00141131308569493 0.0287829204652822 0.00191563541626758 0.00557429136820982 0.00287571173865532 0.0063381799282518 0.017644650847649 0 0.00140244586558959 0 0.0138588933673646
"circumstances" 0.00179505820476229 0.00869542978440449 0.00823259834524773 0.010107976977596 0.0132215939139986 0.00987919159986451 0.0106371662589086 0.0172407187464082 0.0139357284205245 0.00287571173865532 0.0152116318278043 0.00282314413562384 0.00845832863426187 0.00841467519353753 0.00312646553071752 0.00346472334184115
"congress" 0.000897529102381145 0.000511495869670852 0.00137209972420796 0.00594586881035057 0.0274602335136894 0.00141131308569493 0.0488058216585219 0.00957817708133788 0 0.00575142347731063 0.00253527197130072 0 0 0 0.00937939659215257 0
"dilworthy" 0 0 0 0 0 0 0.082594467422114 0 0 0 0 0 0 0 0 0
"dogs" 0.0260283439690532 0.0163678678294673 0.00480234903472784 0.00475669504828045 0.00915341117122981 0 0.00250286264915497 0.00383127083253515 0 0.0172542704319319 0 0.00917521844077749 0.0253749859027856 0.00140244586558959 0.00625293106143505 0.00577453890306859
"dry" 0.0080777619214303 0.00869542978440449 0.00754654848314376 0.0083242163344908 0.00813636548553761 0.00564525234277972 0.00375429397373246 0.0076625416650703 0.00836143705231472 0.00862713521596595 0.00253527197130072 0.00846943240687153 0.0281944287808729 0.00701222932794794 0.00625293106143505 0.0127039855867509
"master" 0.00179505820476229 0.00716094217539193 0.00548839889683182 0.00475669504828045 0.0030511370570766 0.0296375747995935 0.00125143132457749 0.0114938124976055 0 0.0115028469546213 0.0164792678134547 0.00635207430515365 0 0.0350611466397397 0.00625293106143505 0.00866180835460289
"personal" 0.000897529102381145 0.00409196695736682 0.00754654848314376 0.010702563858631 0.00813636548553761 0.00141131308569493 0.00750858794746491 0.0344814374928164 0 0.00575142347731063 0.0304232636556087 0.00352893016952981 0.0112777715123492 0.00981712105912712 0.00937939659215257 0.00577453890306859
"ruin" 0 0.0214828265261758 0.00411629917262387 0.00713504257242068 0.0142386395996908 0.00987919159986451 0.00938573493433114 0.00383127083253515 0.00836143705231472 0 0.00507054394260144 0.00705786033905961 0 0.00981712105912712 0.00312646553071752 0.00519708501276173
"somewhat" 0 0.00613795043605023 0.0061744487589358 0.0083242163344908 0.0030511370570766 0.00564525234277972 0.0118885975834861 0.0114938124976055 0.0111485827364196 0.00575142347731063 0.00887345189955252 0.0148215067120252 0.00845832863426187 0.0140244586558959 0.00625293106143505 0.00923926224490974
"steamer" 0 0.0112529091327588 0.0288140942083671 0.00356752128621034 0.0010170456856922 0.00141131308569493 0.00312857831144371 0 0.0111485827364196 0 0.017746903799105 0.0211735810171788 0 0 0 0.00404217723214801
